rxnid,Yield
test1665,0.6745
test1666,0.7241
test1667,0.4779
test1668,0.5847
test1669,0.6677
test1670,0.7288
test1671,0.5405
test1672,0.5819
test1673,0.5289
test1674,0.5514
test1675,0.5737
test1676,0.4510
test1677,0.6824
test1678,0.6386
test1679,0.4023
test1680,0.7265
test1681,0.5785
test1682,0.4782
test1683,0.7168
test1684,0.7343
test1685,0.6623
test1686,0.6470
test1687,0.7940
test1688,0.6973
test1689,0.7082
test1690,0.7146
test1691,0.6629
test1692,0.5095
test1693,0.7687
test1694,0.3440
test1695,0.6324
test1696,0.2332
test1697,0.5987
test1698,0.5563
test1699,0.7099
test1700,0.6356
test1701,0.6258
test1702,0.6531
test1703,0.6319
test1704,0.7148
test1705,0.7466
test1706,0.5379
test1707,0.6415
test1708,0.6822
test1709,0.6809
test1710,0.6070
test1711,0.5869
test1712,0.7819
test1713,0.5075
test1714,0.6705
test1715,0.6355
test1716,0.5838
test1717,0.6605
test1718,0.5803
test1719,0.6365
test1720,0.7419
test1721,0.7595
test1722,0.6787
test1723,0.5598
test1724,0.6726
test1725,0.6241
test1726,0.4551
test1727,0.7091
test1728,0.7148
test1729,0.6946
test1730,0.6489
test1731,0.7485
test1732,0.6474
test1733,0.7465
test1734,0.6559
test1735,0.6213
test1736,0.6551
test1737,0.6744
test1738,0.6374
test1739,0.6863
test1740,0.6101
test1741,0.5200
test1742,0.4515
test1743,0.6401
test1744,0.7151
test1745,0.6530
test1746,0.6194
test1747,0.7766
test1748,0.6162
test1749,0.6134
test1750,0.7239
test1751,0.6577
test1752,0.4558
test1753,0.6043
test1754,0.6024
test1755,0.7007
test1756,0.6032
test1757,0.6616
test1758,0.6508
test1759,0.7372
test1760,0.7417
test1761,0.5259
test1762,0.5881
test1763,0.6534
test1764,0.6176
test1765,0.7238
test1766,0.6958
test1767,0.6457
test1768,0.5425
test1769,0.6987
test1770,0.7280
test1771,0.7021
test1772,0.6294
test1773,0.6963
test1774,0.6518
test1775,0.4963
test1776,0.6691
test1777,0.5284
test1778,0.6144
test1779,0.6817
test1780,0.5720
test1781,0.7066
test1782,0.6096
test1783,0.6225
test1784,0.6168
test1785,0.5361
test1786,0.6799
test1787,0.6595
test1788,0.6995
test1789,0.5299
test1790,0.7151
test1791,0.5892
test1792,0.6828
test1793,0.6560
test1794,0.7528
test1795,0.6145
test1796,0.5816
test1797,0.5773
test1798,0.6050
test1799,0.5905
test1800,0.7885
test1801,0.6468
test1802,0.7697
test1803,0.7153
test1804,0.5450
test1805,0.7458
test1806,0.7248
test1807,0.6107
test1808,0.7138
test1809,0.6263
test1810,0.6649
test1811,0.6600
test1812,0.5802
test1813,0.5736
test1814,0.7254
test1815,0.5716
test1816,0.6927
test1817,0.5489
test1818,0.6577
test1819,0.5565
test1820,0.6387
test1821,0.7242
test1822,0.4661
test1823,0.7062
test1824,0.8062
test1825,0.7144
test1826,0.6960
test1827,0.6429
test1828,0.7711
test1829,0.7050
test1830,0.6846
test1831,0.4696
test1832,0.6181
test1833,0.7212
test1834,0.4821
test1835,0.6833
test1836,0.6759
test1837,0.7327
test1838,0.4897
test1839,0.7170
test1840,0.7128
test1841,0.7080
test1842,0.8053
test1843,0.6848
test1844,0.5575
test1845,0.7275
test1846,0.6575
test1847,0.6879
test1848,0.6162
test1849,0.7134
test1850,0.7209
test1851,0.6338
test1852,0.7089
test1853,0.7422
test1854,0.5407
test1855,0.7299
test1856,0.6416
test1857,0.6973
test1858,0.6233
test1859,0.4720
test1860,0.4550
test1861,0.7148
test1862,0.5386
test1863,0.6079
test1864,0.7994
test1865,0.6052
test1866,0.7145
test1867,0.7146
test1868,0.6633
test1869,0.5398
test1870,0.7166
test1871,0.4823
test1872,0.5781
test1873,0.7355
test1874,0.5636
test1875,0.6782
test1876,0.7206
test1877,0.5263
test1878,0.7400
test1879,0.6967
test1880,0.5461
test1881,0.6562
test1882,0.3852
test1883,0.6120
test1884,0.6892
test1885,0.3897
test1886,0.1399
test1887,0.7108
test1888,0.7173
test1889,0.6368
test1890,0.6148
test1891,0.5088
test1892,0.5476
test1893,0.7222
test1894,0.7365
test1895,0.7024
test1896,0.7661
test1897,0.3410
test1898,0.6495
test1899,0.5815
test1900,0.6239
test1901,0.5356
test1902,0.7783
test1903,0.5659
test1904,0.7360
test1905,0.4802
test1906,0.5408
test1907,0.6246
test1908,0.6944
test1909,0.4788
test1910,0.7109
test1911,0.6377
test1912,0.6114
test1913,0.7181
test1914,0.6693
test1915,0.6200
test1916,0.7178
test1917,0.7236
test1918,0.5402
test1919,0.6604
test1920,0.7923
test1921,0.7333
test1922,0.6475
test1923,0.5518
test1924,0.7000
test1925,0.7182
test1926,0.7067
test1927,0.7360
test1928,0.4835
test1929,0.5819
test1930,0.7784
test1931,0.6535
test1932,0.7993
test1933,0.7126
test1934,0.7178
test1935,0.7343
test1936,0.6630
test1937,0.6639
test1938,0.6534
test1939,0.2809
test1940,0.7917
test1941,0.6831
test1942,0.7761
test1943,0.5613
test1944,0.5940
test1945,0.5781
test1946,0.6603
test1947,0.7075
test1948,0.3625
test1949,0.5337
test1950,0.6809
test1951,0.5319
test1952,0.6680
test1953,0.5658
test1954,0.5382
test1955,0.5803
test1956,0.6255
test1957,0.5269
test1958,0.7125
test1959,0.5235
test1960,0.6993
test1961,0.6112
test1962,0.5449
test1963,0.4789
test1964,0.4495
test1965,0.6448
test1966,0.7203
test1967,0.6333
test1968,0.6138
test1969,0.5659
test1970,0.5128
test1971,0.5906
test1972,0.6573
test1973,0.7011
test1974,0.6930
test1975,0.5438
test1976,0.7638
test1977,0.6151
test1978,0.7899
test1979,0.7276
test1980,0.7932
test1981,0.6390
test1982,0.7232
test1983,0.7351
test1984,0.7000
test1985,0.6983
test1986,0.6684
test1987,0.5468
test1988,0.7885
test1989,0.5359
test1990,0.6473
test1991,0.6348
test1992,0.7810
test1993,0.5665
test1994,0.6266
test1995,0.5571
test1996,0.6222
test1997,0.6643
test1998,0.6148
test1999,0.6682
test2000,0.6172
test2001,0.6896
test2002,0.6801
test2003,0.7248
test2004,0.7859
test2005,0.5058
test2006,0.6614
test2007,0.6350
test2008,0.6772
test2009,0.7055
test2010,0.7233
test2011,0.7246
test2012,0.5907
test2013,0.6126
test2014,0.5429
test2015,0.6013
test2016,0.5196
test2017,0.7153
test2018,0.6262
test2019,0.7032
test2020,0.6205
test2021,0.6448
test2022,0.6481
test2023,0.5938
test2024,0.6658
test2025,0.5605
test2026,0.7255
test2027,0.7097
test2028,0.6912
test2029,0.6441
test2030,0.6046
test2031,0.7185
test2032,0.6679
test2033,0.6909
test2034,0.6303
test2035,0.4020
test2036,0.6046
test2037,0.7550
test2038,0.5685
test2039,0.7173
test2040,0.5174
test2041,0.7883
test2042,0.7213
test2043,0.5410
test2044,0.7484
test2045,0.5270
test2046,0.7568
test2047,0.6630
test2048,0.4791
test2049,0.5462
test2050,0.6099
test2051,0.7245
test2052,0.7075
test2053,0.6391
test2054,0.6934
test2055,0.5945
test2056,0.3194
test2057,0.7030
test2058,0.5687
test2059,0.7100
test2060,0.7395
test2061,0.6029
test2062,0.6612
test2063,0.6435
test2064,0.7295
test2065,0.7130
test2066,0.7078
test2067,0.6559
test2068,0.7925
test2069,0.5963
test2070,0.6581
test2071,0.4034
test2072,0.5854
test2073,0.6007
test2074,0.7058
test2075,0.6444
test2076,0.6265
test2077,0.7174
test2078,0.7104
test2079,0.7118
test2080,0.6319
test2081,0.5018
test2082,0.6538
test2083,0.7515
test2084,0.6697
test2085,0.6070
test2086,0.7330
test2087,0.6873
test2088,0.7383
test2089,0.5778
test2090,0.5352
test2091,0.6298
test2092,0.6799
test2093,0.6837
test2094,0.6116
test2095,0.2963
test2096,0.5266
test2097,0.4710
test2098,0.6338
test2099,0.6532
test2100,0.5430
test2101,0.7301
test2102,0.6613
test2103,0.6714
test2104,0.7112
test2105,0.5513
test2106,0.6977
test2107,0.6951
test2108,0.6705
test2109,0.6536
test2110,0.5518
test2111,0.7087
test2112,0.6527
test2113,0.6475
test2114,0.5800
test2115,0.6957
test2116,0.6657
test2117,0.7279
test2118,0.6707
test2119,0.6487
test2120,0.7457
test2121,0.5801
test2122,0.7362
test2123,0.2893
test2124,0.7155
test2125,0.5942
test2126,0.7045
test2127,0.7097
test2128,0.7153
test2129,0.6076
test2130,0.4372
test2131,0.6178
test2132,0.6241
test2133,0.7674
test2134,0.7123
test2135,0.6632
test2136,0.7201
test2137,0.7313
test2138,0.5040
test2139,0.7061
test2140,0.5655
test2141,0.6384
test2142,0.6681
test2143,0.6597
test2144,0.5281
test2145,0.5632
test2146,0.6194
test2147,0.5209
test2148,0.5489
test2149,0.7090
test2150,0.5291
test2151,0.6988
test2152,0.6964
test2153,0.6483
test2154,0.6765
test2155,0.6101
test2156,0.7372
test2157,0.7612
test2158,0.6950
test2159,0.6987
test2160,0.6323
test2161,0.7056
test2162,0.6373
test2163,0.6978
test2164,0.6756
test2165,0.6842
test2166,0.6326
test2167,0.6753
test2168,0.6200
test2169,0.5396
test2170,0.7048
test2171,0.7597
test2172,0.6636
test2173,0.6486
test2174,0.6852
test2175,0.3471
test2176,0.6933
test2177,0.5440
test2178,0.4014
test2179,0.7382
test2180,0.6432
test2181,0.7133
test2182,0.7067
test2183,0.6115
test2184,0.5492
test2185,0.6122
test2186,0.6530
test2187,0.6983
test2188,0.5728
test2189,0.5059
test2190,0.6244
test2191,0.6358
test2192,0.6892
test2193,0.6911
test2194,0.5079
test2195,0.7782
test2196,0.5750
test2197,0.6740
test2198,0.4725
test2199,0.7649
test2200,0.6266
test2201,0.6888
test2202,0.5447
test2203,0.5303
test2204,0.6833
test2205,0.6789
test2206,0.6640
test2207,0.7073
test2208,0.6746
test2209,0.4986
test2210,0.6512
test2211,0.5861
test2212,0.7446
test2213,0.5611
test2214,0.5445
test2215,0.8048
test2216,0.6969
test2217,0.5146
test2218,0.3756
test2219,0.7334
test2220,0.6682
test2221,0.4968
test2222,0.4817
test2223,0.7060
test2224,0.6878
test2225,0.6889
test2226,0.6879
test2227,0.6680
test2228,0.6581
test2229,0.6510
test2230,0.7219
test2231,0.7284
test2232,0.5158
test2233,0.7813
test2234,0.5578
test2235,0.6116
test2236,0.5206
test2237,0.7170
test2238,0.7824
test2239,0.6740
test2240,0.3228
test2241,0.5913
test2242,0.7149
test2243,0.7433
test2244,0.5957
test2245,0.7533
test2246,0.5133
test2247,0.5885
test2248,0.7164
test2249,0.6988
test2250,0.6790
test2251,0.6692
test2252,0.6484
test2253,0.7256
test2254,0.6990
test2255,0.5390
test2256,0.7626
test2257,0.6555
test2258,0.6343
test2259,0.6208
test2260,0.6848
test2261,0.6013
test2262,0.4543
test2263,0.7263
test2264,0.6447
test2265,0.7256
test2266,0.7382
test2267,0.6786
test2268,0.5519
test2269,0.6584
test2270,0.4685
test2271,0.5174
test2272,0.6920
test2273,0.7000
test2274,0.6718
test2275,0.8039
test2276,0.8522
test2277,0.6894
test2278,0.5151
test2279,0.6438
test2280,0.4447
test2281,0.6776
test2282,0.3895
test2283,0.5658
test2284,0.6586
test2285,0.6336
test2286,0.7619
test2287,0.6208
test2288,0.6516
test2289,0.6678
test2290,0.6180
test2291,0.7957
test2292,0.5172
test2293,0.5494
test2294,0.6167
test2295,0.5887
test2296,0.6579
test2297,0.7123
test2298,0.6028
test2299,0.6947
test2300,0.7139
test2301,0.6004
test2302,0.3633
test2303,0.7029
test2304,0.6478
test2305,0.5086
test2306,0.4599
test2307,0.4096
test2308,0.6955
test2309,0.5337
test2310,0.6446
test2311,0.6985
test2312,0.6691
test2313,0.5663
test2314,0.6335
test2315,0.7148
test2316,0.5473
test2317,0.5770
test2318,0.5291
test2319,0.5356
test2320,0.5768
test2321,0.6288
test2322,0.7266
test2323,0.5985
test2324,0.6573
test2325,0.6401
test2326,0.6113
test2327,0.6872
test2328,0.6634
test2329,0.6456
test2330,0.4754
test2331,0.6376
test2332,0.3759
test2333,0.6464
test2334,0.6269
test2335,0.5759
test2336,0.7047
test2337,0.6288
test2338,0.7087
test2339,0.6888
test2340,0.4988
test2341,0.6483
test2342,0.7895
test2343,0.5921
test2344,0.6202
test2345,0.6940
test2346,0.7032
test2347,0.6047
test2348,0.7713
test2349,0.6147
test2350,0.7105
test2351,0.6127
test2352,0.6747
test2353,0.7155
test2354,0.7111
test2355,0.7968
test2356,0.6935
test2357,0.6468
test2358,0.6940
test2359,0.5486
test2360,0.6579
test2361,0.5012
test2362,0.6542
test2363,0.6916
test2364,0.8096
test2365,0.7172
test2366,0.4986
test2367,0.5888
test2368,0.6648
test2369,0.6840
test2370,0.5969
test2371,0.7311
test2372,0.5289
test2373,0.5610
test2374,0.6013
test2375,0.5581
test2376,0.8039
test2377,0.6797
test2378,0.6618
test2379,0.5223
test2380,0.6911
test2381,0.4617
test2382,0.7197
test2383,0.6883
test2384,0.6381
test2385,0.6255
test2386,0.6071
test2387,0.6524
test2388,0.6604
test2389,0.6971
test2390,0.6790
test2391,0.5947
test2392,0.5127
test2393,0.7532
test2394,0.6484
test2395,0.5781
test2396,0.6898
test2397,0.6976
test2398,0.6570
test2399,0.7668
test2400,0.6081
test2401,0.6297
test2402,0.6789
test2403,0.5908
test2404,0.5526
test2405,0.7363
test2406,0.7168
test2407,0.5212
test2408,0.6120
test2409,0.6936
test2410,0.7197
test2411,0.7177
test2412,0.6722
test2413,0.4930
test2414,0.6870
test2415,0.7051
test2416,0.7762
test2417,0.6379
test2418,0.6655
test2419,0.6565
test2420,0.7053
test2421,0.5994
test2422,0.7061
test2423,0.6097
test2424,0.8014
test2425,0.5667
test2426,0.7010
test2427,0.5233
test2428,0.6024
test2429,0.5385
test2430,0.6622
test2431,0.6172
test2432,0.5057
test2433,0.5506
test2434,0.6280
test2435,0.7042
test2436,0.6737
test2437,0.6316
test2438,0.6031
test2439,0.5791
test2440,0.5668
test2441,0.4963
test2442,0.6734
test2443,0.7064
test2444,0.7291
test2445,0.6423
test2446,0.5810
test2447,0.5917
test2448,0.6604
test2449,0.7352
test2450,0.7081
test2451,0.4525
test2452,0.6547
test2453,0.3720
test2454,0.7010
test2455,0.3712
test2456,0.6372
test2457,0.4773
test2458,0.7099
test2459,0.6590
test2460,0.5336
test2461,0.6455
test2462,0.7058
test2463,0.6195
test2464,0.7202
test2465,0.6643
test2466,0.3317
test2467,0.5211
test2468,0.4126
test2469,0.8094
test2470,0.6667
test2471,0.6958
test2472,0.6685
test2473,0.5638
test2474,0.5699
test2475,0.6701
test2476,0.6176
test2477,0.7008
test2478,0.7061
test2479,0.7073
test2480,0.5107
test2481,0.6870
test2482,0.4770
test2483,0.5270
test2484,0.6031
test2485,0.6286
test2486,0.7205
test2487,0.5524
test2488,0.6289
test2489,0.6212
test2490,0.5719
test2491,0.6924
test2492,0.6300
test2493,0.6683
test2494,0.6032
test2495,0.6119
test2496,0.6742
test2497,0.6032
test2498,0.6938
test2499,0.6118
test2500,0.7322
test2501,0.7288
test2502,0.6533
test2503,0.6979
test2504,0.6439
test2505,0.6989
test2506,0.6521
test2507,0.5236
test2508,0.3756
test2509,0.6952
test2510,0.6513
test2511,0.5861
test2512,0.6950
test2513,0.6886
test2514,0.6484
test2515,0.6619
test2516,0.7447
test2517,0.5873
test2518,0.7239
test2519,0.6970
test2520,0.7200
test2521,0.7057
test2522,0.5983
test2523,0.6574
test2524,0.7041
test2525,0.6235
test2526,0.7013
test2527,0.7112
test2528,0.6902
test2529,0.5240
test2530,0.4706
test2531,0.7130
test2532,0.5514
test2533,0.7327
test2534,0.8098
test2535,0.6238
test2536,0.6812
test2537,0.6506
test2538,0.4372
test2539,0.5605
test2540,0.5951
test2541,0.7091
test2542,0.3633
test2543,0.6498
test2544,0.6163
test2545,0.6528
test2546,0.7248
test2547,0.6191
test2548,0.5654
test2549,0.6209
test2550,0.8029
test2551,0.6997
test2552,0.5273
test2553,0.6818
test2554,0.6929
test2555,0.5485
test2556,0.6690
test2557,0.6395
test2558,0.6940
test2559,0.7208
test2560,0.8053
test2561,0.7100
test2562,0.6539
test2563,0.6963
test2564,0.7038
test2565,0.6930
test2566,0.6724
test2567,0.7126
test2568,0.6765
test2569,0.5978
test2570,0.6704
test2571,0.4486
test2572,0.6982
test2573,0.6227
test2574,0.6685
test2575,0.7899
test2576,0.5534
test2577,0.5681
test2578,0.6407
test2579,0.5286
test2580,0.6562
test2581,0.7469
test2582,0.6586
test2583,0.5783
test2584,0.6324
test2585,0.7663
test2586,0.6551
test2587,0.4184
test2588,0.7353
test2589,0.5646
test2590,0.6636
test2591,0.7483
test2592,0.6796
test2593,0.6297
test2594,0.6480
test2595,0.7173
test2596,0.6227
test2597,0.6081
test2598,0.6080
test2599,0.6488
test2600,0.6198
test2601,0.4735
test2602,0.6395
test2603,0.6427
test2604,0.7089
test2605,0.4339
test2606,0.7388
test2607,0.6137
test2608,0.5247
test2609,0.6332
test2610,0.6715
test2611,0.6671
test2612,0.5162
test2613,0.6564
test2614,0.5815
test2615,0.6276
test2616,0.8055
