rxnid,Yield
test1665,0.6059
test1666,0.7599
test1667,0.4816
test1668,0.5329
test1669,0.7877
test1670,0.7417
test1671,0.4672
test1672,0.5364
test1673,0.5306
test1674,0.5924
test1675,0.4851
test1676,0.4323
test1677,0.7139
test1678,0.6221
test1679,0.3561
test1680,0.8068
test1681,0.6203
test1682,0.5440
test1683,0.8346
test1684,0.8096
test1685,0.7435
test1686,0.7005
test1687,0.8070
test1688,0.6796
test1689,0.7110
test1690,0.8320
test1691,0.6469
test1692,0.4973
test1693,0.7492
test1694,0.3975
test1695,0.7049
test1696,0.2562
test1697,0.5545
test1698,0.4997
test1699,0.7494
test1700,0.6128
test1701,0.6093
test1702,0.6438
test1703,0.6352
test1704,0.8262
test1705,0.8230
test1706,0.5311
test1707,0.7266
test1708,0.6805
test1709,0.5383
test1710,0.6895
test1711,0.5887
test1712,0.7921
test1713,0.4748
test1714,0.7565
test1715,0.6090
test1716,0.5444
test1717,0.6610
test1718,0.6036
test1719,0.6605
test1720,0.8173
test1721,0.8023
test1722,0.7735
test1723,0.4847
test1724,0.5150
test1725,0.6605
test1726,0.4364
test1727,0.6498
test1728,0.7007
test1729,0.6931
test1730,0.5699
test1731,0.8054
test1732,0.6004
test1733,0.7147
test1734,0.6682
test1735,0.6138
test1736,0.6424
test1737,0.6889
test1738,0.6555
test1739,0.7722
test1740,0.7634
test1741,0.4686
test1742,0.5350
test1743,0.6473
test1744,0.7450
test1745,0.7153
test1746,0.5390
test1747,0.7197
test1748,0.7683
test1749,0.5928
test1750,0.6427
test1751,0.7434
test1752,0.4230
test1753,0.6944
test1754,0.5436
test1755,0.8187
test1756,0.6961
test1757,0.6192
test1758,0.8115
test1759,0.8179
test1760,0.8168
test1761,0.5401
test1762,0.5725
test1763,0.6539
test1764,0.7653
test1765,0.8409
test1766,0.6284
test1767,0.6700
test1768,0.6051
test1769,0.8119
test1770,0.6688
test1771,0.7565
test1772,0.6401
test1773,0.7884
test1774,0.6918
test1775,0.5740
test1776,0.7143
test1777,0.4763
test1778,0.6250
test1779,0.6675
test1780,0.5658
test1781,0.7516
test1782,0.5392
test1783,0.4780
test1784,0.7235
test1785,0.5275
test1786,0.6298
test1787,0.6012
test1788,0.7233
test1789,0.5718
test1790,0.6218
test1791,0.5611
test1792,0.7262
test1793,0.7861
test1794,0.8352
test1795,0.6322
test1796,0.5741
test1797,0.6060
test1798,0.5413
test1799,0.5513
test1800,0.8162
test1801,0.6880
test1802,0.8376
test1803,0.7873
test1804,0.5745
test1805,0.7860
test1806,0.7176
test1807,0.5656
test1808,0.7961
test1809,0.6464
test1810,0.6892
test1811,0.6128
test1812,0.4767
test1813,0.5406
test1814,0.7663
test1815,0.6570
test1816,0.6564
test1817,0.5311
test1818,0.6275
test1819,0.3947
test1820,0.6334
test1821,0.6824
test1822,0.5682
test1823,0.7911
test1824,0.8754
test1825,0.7185
test1826,0.6830
test1827,0.6506
test1828,0.7777
test1829,0.6705
test1830,0.7036
test1831,0.4272
test1832,0.5889
test1833,0.7271
test1834,0.4421
test1835,0.7360
test1836,0.5841
test1837,0.7388
test1838,0.4185
test1839,0.7346
test1840,0.6911
test1841,0.7854
test1842,0.8174
test1843,0.7736
test1844,0.6001
test1845,0.8060
test1846,0.6577
test1847,0.6807
test1848,0.5521
test1849,0.7889
test1850,0.8529
test1851,0.6562
test1852,0.8209
test1853,0.7363
test1854,0.4067
test1855,0.7360
test1856,0.6551
test1857,0.6628
test1858,0.6623
test1859,0.4239
test1860,0.4469
test1861,0.8239
test1862,0.5777
test1863,0.6515
test1864,0.8894
test1865,0.5708
test1866,0.6640
test1867,0.7527
test1868,0.4793
test1869,0.5419
test1870,0.6585
test1871,0.5225
test1872,0.6318
test1873,0.8322
test1874,0.4524
test1875,0.6731
test1876,0.8223
test1877,0.6103
test1878,0.9065
test1879,0.6208
test1880,0.6234
test1881,0.6273
test1882,0.3692
test1883,0.5447
test1884,0.6986
test1885,0.3960
test1886,0.2074
test1887,0.6857
test1888,0.7870
test1889,0.5827
test1890,0.6146
test1891,0.4344
test1892,0.6626
test1893,0.7074
test1894,0.5924
test1895,0.7841
test1896,0.8155
test1897,0.3886
test1898,0.6622
test1899,0.6505
test1900,0.5518
test1901,0.4984
test1902,0.7925
test1903,0.4717
test1904,0.7830
test1905,0.4091
test1906,0.5226
test1907,0.6008
test1908,0.7670
test1909,0.5384
test1910,0.7901
test1911,0.6312
test1912,0.5520
test1913,0.7163
test1914,0.7421
test1915,0.5434
test1916,0.8204
test1917,0.7719
test1918,0.4800
test1919,0.6224
test1920,0.8103
test1921,0.7574
test1922,0.6173
test1923,0.4819
test1924,0.7378
test1925,0.8023
test1926,0.7914
test1927,0.8241
test1928,0.4620
test1929,0.5561
test1930,0.8290
test1931,0.7368
test1932,0.8109
test1933,0.8400
test1934,0.6839
test1935,0.7896
test1936,0.7027
test1937,0.6462
test1938,0.7388
test1939,0.2407
test1940,0.7876
test1941,0.6134
test1942,0.7819
test1943,0.4648
test1944,0.5384
test1945,0.6505
test1946,0.7723
test1947,0.7784
test1948,0.4402
test1949,0.5745
test1950,0.7474
test1951,0.5056
test1952,0.6237
test1953,0.7123
test1954,0.5377
test1955,0.6148
test1956,0.6817
test1957,0.5455
test1958,0.6601
test1959,0.4787
test1960,0.6844
test1961,0.6490
test1962,0.6076
test1963,0.4249
test1964,0.5145
test1965,0.7397
test1966,0.8677
test1967,0.5997
test1968,0.5771
test1969,0.6500
test1970,0.4674
test1971,0.5114
test1972,0.5804
test1973,0.6775
test1974,0.7313
test1975,0.5895
test1976,0.7666
test1977,0.7302
test1978,0.8425
test1979,0.8423
test1980,0.6934
test1981,0.6477
test1982,0.7593
test1983,0.7032
test1984,0.7142
test1985,0.7075
test1986,0.6029
test1987,0.5709
test1988,0.8103
test1989,0.5381
test1990,0.6160
test1991,0.6909
test1992,0.8372
test1993,0.5346
test1994,0.5862
test1995,0.5774
test1996,0.4941
test1997,0.7533
test1998,0.5730
test1999,0.7031
test2000,0.6035
test2001,0.7007
test2002,0.7766
test2003,0.8077
test2004,0.8001
test2005,0.4125
test2006,0.6976
test2007,0.5589
test2008,0.5686
test2009,0.7619
test2010,0.8101
test2011,0.7683
test2012,0.5564
test2013,0.6897
test2014,0.5347
test2015,0.6510
test2016,0.5596
test2017,0.7232
test2018,0.7550
test2019,0.8147
test2020,0.6423
test2021,0.6187
test2022,0.7280
test2023,0.5766
test2024,0.7804
test2025,0.5770
test2026,0.7137
test2027,0.6923
test2028,0.7687
test2029,0.5623
test2030,0.7471
test2031,0.8076
test2032,0.7603
test2033,0.7093
test2034,0.6875
test2035,0.3564
test2036,0.5894
test2037,0.7466
test2038,0.6085
test2039,0.7160
test2040,0.5389
test2041,0.8225
test2042,0.7264
test2043,0.7233
test2044,0.7273
test2045,0.5583
test2046,0.7787
test2047,0.4749
test2048,0.3367
test2049,0.4849
test2050,0.6603
test2051,0.7091
test2052,0.6182
test2053,0.6369
test2054,0.6786
test2055,0.6285
test2056,0.3830
test2057,0.8521
test2058,0.5872
test2059,0.6767
test2060,0.7343
test2061,0.5295
test2062,0.7160
test2063,0.6876
test2064,0.7984
test2065,0.6542
test2066,0.6479
test2067,0.7452
test2068,0.7335
test2069,0.6315
test2070,0.6650
test2071,0.5142
test2072,0.6670
test2073,0.5767
test2074,0.7756
test2075,0.6277
test2076,0.7161
test2077,0.7220
test2078,0.7367
test2079,0.6383
test2080,0.6638
test2081,0.4173
test2082,0.5680
test2083,0.7024
test2084,0.7614
test2085,0.5769
test2086,0.7485
test2087,0.5159
test2088,0.7940
test2089,0.5689
test2090,0.6308
test2091,0.6297
test2092,0.6107
test2093,0.7074
test2094,0.5871
test2095,0.3077
test2096,0.3917
test2097,0.4328
test2098,0.6996
test2099,0.7044
test2100,0.4560
test2101,0.8669
test2102,0.5795
test2103,0.6312
test2104,0.8005
test2105,0.5705
test2106,0.7211
test2107,0.7483
test2108,0.7009
test2109,0.6982
test2110,0.5954
test2111,0.7017
test2112,0.6892
test2113,0.7057
test2114,0.5572
test2115,0.6436
test2116,0.7079
test2117,0.7798
test2118,0.5652
test2119,0.7831
test2120,0.8470
test2121,0.4872
test2122,0.7378
test2123,0.2880
test2124,0.5515
test2125,0.5293
test2126,0.7822
test2127,0.7974
test2128,0.7222
test2129,0.5778
test2130,0.4120
test2131,0.7452
test2132,0.6556
test2133,0.7772
test2134,0.7818
test2135,0.7084
test2136,0.7265
test2137,0.8063
test2138,0.4984
test2139,0.8274
test2140,0.5403
test2141,0.6680
test2142,0.6766
test2143,0.5926
test2144,0.4812
test2145,0.4974
test2146,0.6214
test2147,0.6545
test2148,0.5392
test2149,0.7257
test2150,0.6137
test2151,0.7228
test2152,0.7463
test2153,0.8297
test2154,0.7534
test2155,0.6207
test2156,0.8175
test2157,0.8003
test2158,0.6982
test2159,0.6644
test2160,0.6522
test2161,0.7164
test2162,0.6888
test2163,0.7693
test2164,0.6198
test2165,0.7971
test2166,0.7646
test2167,0.7846
test2168,0.6493
test2169,0.5412
test2170,0.8071
test2171,0.6532
test2172,0.6953
test2173,0.6897
test2174,0.6333
test2175,0.3136
test2176,0.7179
test2177,0.5762
test2178,0.4214
test2179,0.8092
test2180,0.6649
test2181,0.7866
test2182,0.7675
test2183,0.6621
test2184,0.5401
test2185,0.6244
test2186,0.6301
test2187,0.7856
test2188,0.5927
test2189,0.5855
test2190,0.7266
test2191,0.6059
test2192,0.6786
test2193,0.6490
test2194,0.5407
test2195,0.7688
test2196,0.5252
test2197,0.7633
test2198,0.4883
test2199,0.7906
test2200,0.6319
test2201,0.7156
test2202,0.5009
test2203,0.5320
test2204,0.6779
test2205,0.7272
test2206,0.5696
test2207,0.8547
test2208,0.8321
test2209,0.5132
test2210,0.5679
test2211,0.6448
test2212,0.6660
test2213,0.5992
test2214,0.5401
test2215,0.7293
test2216,0.7382
test2217,0.4842
test2218,0.3560
test2219,0.7243
test2220,0.6117
test2221,0.4854
test2222,0.3517
test2223,0.7306
test2224,0.6785
test2225,0.6861
test2226,0.7082
test2227,0.8058
test2228,0.7819
test2229,0.6576
test2230,0.7265
test2231,0.8615
test2232,0.4431
test2233,0.8118
test2234,0.4808
test2235,0.5630
test2236,0.5837
test2237,0.7297
test2238,0.7827
test2239,0.6552
test2240,0.4647
test2241,0.7057
test2242,0.7807
test2243,0.7527
test2244,0.6351
test2245,0.8357
test2246,0.6818
test2247,0.5827
test2248,0.8318
test2249,0.6664
test2250,0.5399
test2251,0.5201
test2252,0.6105
test2253,0.6738
test2254,0.7549
test2255,0.5388
test2256,0.7315
test2257,0.6726
test2258,0.6301
test2259,0.6833
test2260,0.6793
test2261,0.5902
test2262,0.4603
test2263,0.8712
test2264,0.6944
test2265,0.7670
test2266,0.8577
test2267,0.7533
test2268,0.6077
test2269,0.7233
test2270,0.4187
test2271,0.5230
test2272,0.6284
test2273,0.7412
test2274,0.6532
test2275,0.8422
test2276,0.8604
test2277,0.5481
test2278,0.4992
test2279,0.6153
test2280,0.4504
test2281,0.7076
test2282,0.4021
test2283,0.5750
test2284,0.6341
test2285,0.5980
test2286,0.7221
test2287,0.6767
test2288,0.6785
test2289,0.6477
test2290,0.6176
test2291,0.7998
test2292,0.4511
test2293,0.4893
test2294,0.6184
test2295,0.6300
test2296,0.7481
test2297,0.7268
test2298,0.4738
test2299,0.6899
test2300,0.6438
test2301,0.6459
test2302,0.4800
test2303,0.7495
test2304,0.6251
test2305,0.4878
test2306,0.5092
test2307,0.4575
test2308,0.7000
test2309,0.4866
test2310,0.6194
test2311,0.7763
test2312,0.5758
test2313,0.6442
test2314,0.7119
test2315,0.8680
test2316,0.6671
test2317,0.5960
test2318,0.6193
test2319,0.5450
test2320,0.5187
test2321,0.6247
test2322,0.8293
test2323,0.5523
test2324,0.7660
test2325,0.7144
test2326,0.6274
test2327,0.7477
test2328,0.7229
test2329,0.6698
test2330,0.4930
test2331,0.7259
test2332,0.3128
test2333,0.6573
test2334,0.5910
test2335,0.5074
test2336,0.6700
test2337,0.6142
test2338,0.7339
test2339,0.7338
test2340,0.5484
test2341,0.5325
test2342,0.8924
test2343,0.5737
test2344,0.5140
test2345,0.6264
test2346,0.7045
test2347,0.6310
test2348,0.8486
test2349,0.6732
test2350,0.7557
test2351,0.6298
test2352,0.5476
test2353,0.6771
test2354,0.6537
test2355,0.7967
test2356,0.8029
test2357,0.6698
test2358,0.5990
test2359,0.4942
test2360,0.6315
test2361,0.5785
test2362,0.6138
test2363,0.7641
test2364,0.7885
test2365,0.7640
test2366,0.4840
test2367,0.5831
test2368,0.6312
test2369,0.6541
test2370,0.5907
test2371,0.6638
test2372,0.6083
test2373,0.5426
test2374,0.5444
test2375,0.5584
test2376,0.8391
test2377,0.7566
test2378,0.6909
test2379,0.4964
test2380,0.7426
test2381,0.5298
test2382,0.7275
test2383,0.7151
test2384,0.5766
test2385,0.4689
test2386,0.5853
test2387,0.6253
test2388,0.7768
test2389,0.7081
test2390,0.6537
test2391,0.5764
test2392,0.5737
test2393,0.7385
test2394,0.6069
test2395,0.5444
test2396,0.7494
test2397,0.7293
test2398,0.7577
test2399,0.7258
test2400,0.5919
test2401,0.6284
test2402,0.7403
test2403,0.5913
test2404,0.5623
test2405,0.7725
test2406,0.7389
test2407,0.4601
test2408,0.5267
test2409,0.7558
test2410,0.7377
test2411,0.7456
test2412,0.7635
test2413,0.5504
test2414,0.6988
test2415,0.6973
test2416,0.7256
test2417,0.5672
test2418,0.6496
test2419,0.6381
test2420,0.8320
test2421,0.5390
test2422,0.8098
test2423,0.6029
test2424,0.8425
test2425,0.7031
test2426,0.7361
test2427,0.5504
test2428,0.4607
test2429,0.3671
test2430,0.5405
test2431,0.6438
test2432,0.4600
test2433,0.6004
test2434,0.6792
test2435,0.7902
test2436,0.7377
test2437,0.6400
test2438,0.5792
test2439,0.5606
test2440,0.5288
test2441,0.5222
test2442,0.7261
test2443,0.7963
test2444,0.7556
test2445,0.5722
test2446,0.4737
test2447,0.5446
test2448,0.6907
test2449,0.8249
test2450,0.8776
test2451,0.4164
test2452,0.7413
test2453,0.4976
test2454,0.5798
test2455,0.4449
test2456,0.5910
test2457,0.4784
test2458,0.8703
test2459,0.5858
test2460,0.4995
test2461,0.6309
test2462,0.8309
test2463,0.5421
test2464,0.8597
test2465,0.5655
test2466,0.3772
test2467,0.5189
test2468,0.4143
test2469,0.8879
test2470,0.6178
test2471,0.7318
test2472,0.6784
test2473,0.6193
test2474,0.5611
test2475,0.7016
test2476,0.6073
test2477,0.7127
test2478,0.7614
test2479,0.8073
test2480,0.4544
test2481,0.7505
test2482,0.4858
test2483,0.5582
test2484,0.6405
test2485,0.6523
test2486,0.7534
test2487,0.6236
test2488,0.6063
test2489,0.6560
test2490,0.6881
test2491,0.7164
test2492,0.5735
test2493,0.7689
test2494,0.5786
test2495,0.6205
test2496,0.7145
test2497,0.6609
test2498,0.6399
test2499,0.6283
test2500,0.7433
test2501,0.6880
test2502,0.6078
test2503,0.7224
test2504,0.6202
test2505,0.7197
test2506,0.7975
test2507,0.5322
test2508,0.3679
test2509,0.8235
test2510,0.6441
test2511,0.4543
test2512,0.7091
test2513,0.6517
test2514,0.6003
test2515,0.6195
test2516,0.7410
test2517,0.6408
test2518,0.7813
test2519,0.7021
test2520,0.7028
test2521,0.8337
test2522,0.5123
test2523,0.7661
test2524,0.7923
test2525,0.5764
test2526,0.6682
test2527,0.7499
test2528,0.7076
test2529,0.5884
test2530,0.4179
test2531,0.8316
test2532,0.5102
test2533,0.5887
test2534,0.7470
test2535,0.6330
test2536,0.7569
test2537,0.6234
test2538,0.4797
test2539,0.4396
test2540,0.6191
test2541,0.6243
test2542,0.4256
test2543,0.6954
test2544,0.6656
test2545,0.6686
test2546,0.6404
test2547,0.5745
test2548,0.6704
test2549,0.5052
test2550,0.7753
test2551,0.7713
test2552,0.4978
test2553,0.6410
test2554,0.5984
test2555,0.4895
test2556,0.6786
test2557,0.7145
test2558,0.5791
test2559,0.7815
test2560,0.8406
test2561,0.6635
test2562,0.6417
test2563,0.7060
test2564,0.8309
test2565,0.6636
test2566,0.5843
test2567,0.7365
test2568,0.6362
test2569,0.6701
test2570,0.6810
test2571,0.3391
test2572,0.7465
test2573,0.6001
test2574,0.6784
test2575,0.7732
test2576,0.5046
test2577,0.5657
test2578,0.4968
test2579,0.5756
test2580,0.5234
test2581,0.6918
test2582,0.7109
test2583,0.5898
test2584,0.5673
test2585,0.7182
test2586,0.7179
test2587,0.3395
test2588,0.7450
test2589,0.4655
test2590,0.6393
test2591,0.6800
test2592,0.6922
test2593,0.5601
test2594,0.6276
test2595,0.7357
test2596,0.6268
test2597,0.6613
test2598,0.5324
test2599,0.5521
test2600,0.6172
test2601,0.4287
test2602,0.6261
test2603,0.6530
test2604,0.8063
test2605,0.5703
test2606,0.7439
test2607,0.4929
test2608,0.5295
test2609,0.5765
test2610,0.7915
test2611,0.6374
test2612,0.4932
test2613,0.6225
test2614,0.5864
test2615,0.6544
test2616,0.8619
